date,component,mean,median,lower,upper
2012-03-12,Climate,0.02587999783341725,0.026364761,-0.0161961024,0.066310011725
2012-03-19,Climate,0.0033952897374631323,0.0033964735,-0.01640740015,0.022541004375
2012-03-26,Climate,0.00941403949918025,0.0095652021,-0.015459960975000001,0.033195433875000006
2012-04-02,Climate,0.020117833354238775,0.020406812,-0.010053068799999999,0.049745089725000004
2012-04-09,Climate,0.0240672726268695,0.0240226425,-0.015301305599999999,0.062343260825
2012-04-16,Climate,0.00822008534865755,0.00829228885,-0.004245863975,0.020398226950000008
2012-04-23,Climate,0.015251246809928376,0.015312873500000001,-0.00843492951,0.03849799400000002
2012-04-30,Climate,0.015626014269177226,0.0157289285,-0.013628693925,0.04422697577500001
2012-05-07,Climate,0.015554116223736142,0.0156008495,-0.023729362174999998,0.05406274345000002
2012-05-14,Climate,0.012101221254097076,0.012041196,-0.0351653416,0.05944130455000002
2012-05-21,Climate,-0.007339061123013122,-0.0073281776,-0.021988110425000002,0.00780226228
2012-05-28,Climate,0.010146947516559665,0.010070599,-0.035369264725,0.055501849650000004
2012-06-04,Climate,0.0020853996939663,0.00206266885,-0.045497747775,0.051568935475
2012-06-11,Climate,-0.01239572788738575,-0.012645356,-0.0336051342,0.009350649907500003
2012-06-18,Climate,-0.005627892464729975,-0.00565768085,-0.0306212067,0.0205302155
2012-06-25,Climate,-0.002966323349269505,-0.0029737456,-0.016582698999999996,0.011280449375000003
2012-07-02,Climate,-0.007891776351800975,-0.0080097016,-0.03260097797500001,0.017894991625000023
2012-07-09,Climate,-0.025171528404472242,-0.025683718,-0.0620844189,0.012648790200000011
2012-07-16,Climate,-0.01736566735838717,-0.017476581499999998,-0.043820189975,0.009307742657500003
2012-07-23,Climate,-0.009766962062729624,-0.0097996658,-0.026657821124999998,0.00723769352
2012-07-30,Climate,0.01454170453037703,0.014516592,-0.019673415874999996,0.04774571422500001
2012-08-06,Climate,0.012820200442110276,0.01314837,-0.0065879986199999995,0.031511571925
2012-08-13,Climate,0.009781167709117924,0.0100226655,-0.005128112482499999,0.024184780775
2012-08-20,Climate,-0.011982314918108925,-0.0119124455,-0.031884152125,0.008319249055
2012-08-27,Climate,-0.0035725120702406825,-0.0036380741000000003,-0.0097361010725,0.0027404274975000005
2012-09-03,Climate,-0.010057699023934575,-0.010096655,-0.0275366447,0.0075805861725000015
2012-09-10,Climate,-0.005025747679859625,-0.0051274732,-0.016652701775,0.007112076902500004
2012-09-17,Climate,-6.489653356823925e-4,-6.2983105e-4,-0.00895424917,0.007865297692500002
2012-09-24,Climate,0.0122140117298209,0.012487571,-0.00898098707,0.032791434800000005
2012-10-01,Climate,0.013219233420823675,0.013145246,-0.009421135305,0.035759699549999996
2012-10-08,Climate,-0.0016883387155982176,-0.00172468655,-0.0048669026525,0.0016050397675000003
2012-10-15,Climate,-0.007406465341974275,-0.0074452024,-0.0235986688,0.009242687980000013
2012-10-22,Climate,0.005077699687145575,0.00516594325,-0.014548483525,0.02400899735000001
2012-10-29,Climate,-0.00444562149997345,-0.0044268133000000005,-0.02029146325,0.011416260500000004
2012-11-05,Climate,0.00490873956737715,0.005016741700000001,-0.00513629228,0.014477076025
2012-11-12,Climate,0.025153829278932442,0.025774151000000002,-0.013235495899999998,0.06217478917500001
2012-11-19,Climate,-0.0130666246609315,-0.013308180499999999,-0.03225940915,0.006586256297500005
2012-11-26,Climate,0.018587757263747926,0.018930897500000002,-0.014269511325,0.05067080977500001
2012-12-03,Climate,0.01515103929950975,0.01536448,-0.008596055272499998,0.03789510710000001
2012-12-10,Climate,0.01707206050640975,0.0174298445,-0.016808911625,0.04963824285
2012-12-17,Climate,0.017239672233085476,0.017599588,-0.010471713649999999,0.04386052695
2012-12-24,Climate,0.01054957580094145,0.010581107499999999,-0.016515632275,0.03732339315000001
2012-12-24,Climate,0.0173708853526085,0.017469709,-0.021164184675,0.0549693891
2013-01-07,Climate,0.0332616605946495,0.033381029,-0.037927028875,0.101729993
2013-01-14,Climate,0.026217018925459225,0.0268124325,-0.0141211409,0.064928422725
2013-01-21,Climate,0.011166100576343626,0.0113066935,-0.019619694374999996,0.0408378433
2013-01-28,Climate,0.02236643938311825,0.0228274555,-0.02169033565,0.06481451145000001
2013-02-04,Climate,0.01342459150644685,0.013389956,-0.019270772774999997,0.045716438899999996
2013-02-11,Climate,0.032017378369018,0.03211064,-0.029549754125,0.091500951725
2013-02-18,Climate,0.016227260537431527,0.016586265,-0.012006256449999999,0.04365475597500001
2013-02-25,Climate,0.006859418627625725,0.0070104959,-0.01793903895,0.030761426575
2013-03-04,Climate,0.03391368481292625,0.0340806475,-0.018730528249999996,0.08562036677500001
2013-03-11,Climate,0.04666746608008325,0.046668759500000004,-0.048582764975,0.13915102525000003
2013-03-18,Climate,0.01682760766507565,0.017119211500000002,-0.011404744225,0.044299115475000025
2013-03-25,Climate,0.011473013291208251,0.011434836,-0.0641372291,0.087920626975
2013-04-01,Climate,4.425344041550475e-4,3.8813332500000004e-4,-0.01621441815,0.016607474975
2013-04-08,Climate,-0.004639296394774075,-0.0045801715,-0.018420969375,0.009052300810000004
2013-04-15,Climate,-0.01279655852715725,-0.01305857,-0.037004331125,0.012267396900000005
2013-04-22,Climate,-0.012721964302943674,-0.0130126945,-0.031428177225,0.0067887486975000055
2013-04-29,Climate,-0.0086736659391295,-0.00868167495,-0.057840558475000005,0.04222297805000002
2013-05-06,Climate,-0.001753945271744325,-0.0017495410999999999,-0.018239416825,0.01459229065
2013-05-13,Climate,-0.0096663052987997,-0.0098645692,-0.0269739014,0.008165604157500004
2013-05-20,Climate,0.0020584386437973,0.0021011591500000003,-0.0013135182600000001,0.005306244890000001
2013-05-27,Climate,-0.009645185211896057,-0.00978946615,-0.024216949300000002,0.005461844120000004
2013-06-03,Climate,8.581930033401e-4,9.1692058e-4,-0.051191836425,0.05485592022500001
2013-06-10,Climate,-0.0150838094271415,-0.015349455500000001,-0.05134239425,0.0228880301
2013-06-17,Climate,-0.004219143316647575,-0.004210234849999999,-0.01397531115,0.005806119055000004
2013-06-24,Climate,0.004835942367534475,0.00482767475,-0.036005174925,0.04574174037500002
2013-07-01,Climate,0.00351032584542464,0.0035178525,-0.014587726374999999,0.021580784325
2013-07-08,Climate,-0.032336599784305,-0.032882913,-0.081152998275,0.017967980675000002
2013-07-15,Climate,-0.0398054397331555,-0.040531092000000005,-0.10279718875,0.025387300275000014
2013-07-22,Climate,-0.013936139402657,-0.014163081000000001,-0.03428110085,0.00705493434
2013-07-29,Climate,-0.004052430108605,-0.0040080459999999995,-0.01646419605,0.008369926307500003
2013-08-05,Climate,0.012378927277544468,0.012505487499999999,-0.006369387582499999,0.03075411185
2013-08-12,Climate,0.007014897276378825,0.0069762339999999996,-0.011368801975,0.025406201475000004
2013-08-19,Climate,5.8767762431755e-4,6.04913385e-4,-0.0275183226,0.029785988500000006
2013-08-26,Climate,0.0038109489835966726,0.00381773115,-0.002204213815,0.009655754097499998
2013-09-02,Climate,0.01375127718369775,0.013634542,-0.034230399775,0.061697087250000004
2013-09-09,Climate,7.95732509692565e-4,8.07677985e-4,-0.00535904046,0.006844951255000002
2013-09-16,Climate,-0.009540483885017575,-0.00961943345,-0.023681608975,0.004926781525000001
2013-09-23,Climate,-3.8878472872967e-4,-3.8379533e-4,-0.00897643209,0.0078725802075
2013-09-30,Climate,0.0316736171806521,0.03227166,-0.016075841375000004,0.0777316835
2013-10-07,Climate,0.013906307846582193,0.0142073765,-0.01963845075,0.04603888642500002
2013-10-14,Climate,-0.009019224802446116,-0.0092099908,-0.0408902675,0.02399377175000001
2013-10-21,Climate,3.0637691781925e-4,3.4752472000000004e-4,-0.051828842849999994,0.054250355325000006
2013-10-28,Climate,0.0029549150803171273,0.0029770058,-0.00158348451,0.0074648539375
2013-11-04,Climate,-0.00499069748202465,-0.005056735200000001,-0.017344325150000003,0.008010158202500001
2013-11-11,Climate,0.0059683326524527505,0.0058495857,-0.11483389349999999,0.131451715
2013-11-18,Climate,0.0140640333987715,0.014168717,-0.007311157604999999,0.03515370065000002
2013-11-25,Climate,0.0168563663722943,0.0168341815,-0.016361941024999997,0.04900519885
2013-12-02,Climate,0.0184134041567196,0.01812101,-0.03211091812499999,0.06925488105
2013-12-09,Climate,0.023670935817734,0.024088645,-0.012000431025,0.058236654275
2013-12-16,Climate,0.0023374924295325723,0.00236422385,-0.015637021549999998,0.020011735550000003
2013-12-23,Climate,0.02231790770889375,0.0223149625,-0.016082037749999997,0.060739130450000005
2013-12-30,Climate,0.046657579921213894,0.046766805,-0.060347646525,0.15064639875
2014-01-06,Climate,0.0172976395378547,0.017421181,-0.014112011175,0.04837633827500001
2014-01-13,Climate,0.02695397150713575,0.026948627000000003,-0.026914728774999997,0.078997439375
2014-01-20,Climate,0.0239005600634605,0.0244521795,-0.02465437705,0.07019487870000002
2014-01-27,Climate,0.02208783421421975,0.022194106999999998,-0.03433044935,0.07774296505000003
2014-02-03,Climate,0.02963531295089225,0.030053797,-0.016659332775,0.07454304895
2014-02-10,Climate,0.03211623875073113,0.032671365,-0.022083457350000002,0.08503607460000004
2014-02-17,Climate,0.04212037714476825,0.0429212235,-0.036087391999999996,0.11834314275000002
2014-02-24,Climate,0.035660354197934,0.036371351499999996,-0.032956520350000004,0.102072674
2014-03-03,Climate,0.024363402572726,0.024819641,-0.02663006815,0.0729268188
2014-03-10,Climate,0.00416774241442865,0.00418845755,-0.017582293875,0.02508994245
2014-03-17,Climate,0.0055135805186589,0.0056276572,-0.017682897249999996,0.02790706725
2014-03-24,Climate,0.007936089120375425,0.00807962075,-0.01852375225,0.03325779285
2014-03-31,Climate,0.003898574784588475,0.0038947208000000002,-0.0174130224,0.024595864525
2014-04-07,Climate,1.30228074733125e-4,7.049360950000001e-5,-0.01765506705,0.017345231750000002
2014-04-14,Climate,0.010778750152865575,0.0106073055,-0.022095026475,0.043503603825000015
2014-04-21,Climate,-0.012776336941032543,-0.012742379,-0.03327928962499999,0.008355992517500006
2014-04-28,Climate,-0.007254581385107597,-0.00740765545,-0.020711821175,0.0066811340725
2014-05-05,Climate,0.0044112961109075,0.0043879137,-0.0030150626799999997,0.011672305150000003
2014-05-12,Climate,-0.010636476807900818,-0.0107016435,-0.029325346075,0.008250255277500002
2014-05-19,Climate,-0.008951370683473183,-0.00901432705,-0.024992307975,0.0072706635325
2014-05-26,Climate,-0.01708841122917465,-0.017188547499999998,-0.043111952725000006,0.009193111205
2014-06-02,Climate,-0.01757147532596285,-0.0179401125,-0.05050960885,0.016579634900000004
2014-06-09,Climate,-0.007835606071565675,-0.0079512558,-0.026983428525,0.012244558075000002
2014-06-16,Climate,5.301595669887e-4,5.14434215e-4,-0.009942093687499999,0.011432374475
2014-06-23,Climate,-0.0084525794625986,-0.008580762799999999,-0.02208713195,0.005531598672500006
2014-06-30,Climate,-0.008882618698838168,-0.00903794785,-0.030244506475000002,0.013485265100000001
2014-07-07,Climate,-0.02374121054642375,-0.024149413,-0.06265158529999999,0.016223363275000003
2014-07-14,Climate,-0.03318454518591375,-0.033776044500000005,-0.08294950955000001,0.01853755280000001
2014-07-21,Climate,-0.020326511201985965,-0.0206274455,-0.050216983025,0.010179406375000007
2014-07-28,Climate,-0.004910261676287475,-0.0050024309,-0.013332642875,0.0037291151750000005
2014-08-04,Climate,-0.00256234728725165,-0.00258417225,-0.019842004974999997,0.015047808175000002
2014-08-11,Climate,-0.0219842063800765,-0.022392651,-0.0548663814,0.012181940700000015
