elpd_diff,se_diff,elpd_loo,se_elpd_loo,p_loo,se_p_loo,looic,se_looic,kernel
0,0,-2839.4260680149814,24.308158127220263,105.2315049316328,5.946691945940678,5678.852136029963,48.61631625444053,matern12
-0.7961844425472648,0.5122430241890861,-2840.2222524575304,24.344078380343113,105.82650663099878,6.021863710243436,5680.444504915061,48.688156760686226,matern32
-1.5540205637343272,0.7133641302939088,-2840.980088578721,24.402356631164967,106.62627417011369,6.135817959379969,5681.960177157442,48.80471326232993,sqexp
-1.848590467011471,0.552026008103925,-2841.2746584819965,24.337550760001545,106.19891393765602,6.018752672543067,5682.549316963993,48.67510152000309,matern52
